id,NO DE OBRA PICASO / OFICIO DE APROBACIÓN / NÚMERO DE CONTRATO,SIGLAS DEPENDENCIA O ENTIDAD EJECUTORA,TIPO,NOMBRE DEL PROGRAMA PRESUPUESTARIO,NOMBRE DE LA OBRA/ACCIÓN/PROYECTO,FF FEDERAL,FUENTE FEDERAL,IMPORTE (Aprobado),FF ESTATAL,FUENTE ESTATAL,IMPORTE,FF RECURSOS PROPIOS,RECURSOS PROPIOS,IMPORTE,FF MUNICIPAL,FUENTE MUNICIPAL,IMPORTE,IMPORTE CONTRATADO,IMPORTE  EJERCIDO,LOCALIDAD DE LA OBRA,MUNICIPIO DE LA OBRA,"FECHA 
INICIO","FECHA
FIN",fecha_c,fecha_u_m
371,2019-00153,P.M. LANDA,OBRA,,"CONSTRUCCIÓN DE ANDADOR PEATONAL EN LA LOCALIDAD DE LA ALBERCA, LANDA DE MATAMOROS, QRO..",,,,08Q,ISN 2019," $1,731,500.01 ",,,,,,," $1,729,345.29 ", $-   ,LA ALBERCA,LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
372,2019-00143,P.M. LANDA,OBRA,,PAVIMENTACIÓN DE CALLE A BASE DE CONCRETO HIDRÁULICO EN CALLE LAGUNA GRANDE,07Q,FAFEF 2019," $2,346,903.64 ",,,,,,,,,," $2,346,903.64 ", $-   ,OTATES,LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
373,2019-00300,P.M. E. MONTES,OBRA,,AMPLIACION DE SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE VILLA PROGRESO EZEQUIEL MONTES QRO OCTAVA ETAPA - 10747,05Q,FISE 2019," $11,100,000.00 ",,,,,,,,,," $11,069,997.08 ", $-   ,VILLA PROGRESO,EZEQUIEL MONTES,,,08/06/2019,
374,2019-00266,P.M. E. MONTES,OBRA,,"CONSTRUCCIÓN DE EMPEDRADO EMPACADO CON MORTERO EN CALLE RAYMUNDO MONTES, EN LA LOCALIDAD DE LA PURÍSIMA, EZEQUIEL MONTES, QRO.",,,,,ISN 2018 - 2," $5,000,000.00 ",,,,,,," $4,990,874.17 ", $-   ,LA PURISIMA,EZEQUIEL MONTES,,,08/06/2019,
375,2019-00337,P.M. E. MONTES,OBRA,,"REHABILITACIÓN DE PAVIMENTO CON CONCRETO HIDRÁULICO EN CALLE 5 DE MAYO EN CABECERA MUNICIPAL DE EZEQUIEL MONTES, QRO.",07Q,,,,ISN 2018 - 2," $3,100,000.00 ",,,,,,," $3,097,846.64 ", $-   ,EZEQUIEL MONTES,EZEQUIEL MONTES,,,08/06/2019,
376,2019-00340,P.M. E. MONTES,OBRA,,"REHABILITACION DE MODULOS SANITARIOS EN MERCADO MUNICIPAL DE EZEQUIEL MONTES, QRO.",07Q,FAFEF 2019," $650,000.00 ",,,,,,,,,," $649,924.79 ", $-   ,EZEQUIEL MONTES,EZEQUIEL MONTES,,,08/06/2019,
377,2019-00343,P.M. E. MONTES,OBRA,,"REHABILITACIÓN DE LA UNIDAD BÁSICA (URB) DIVINA INFANTITA EZEQUIEL MONTES, QRO.",07Q,FAFEF 2019," $984,000.00 ",,,,,,,,,," $981,660.53 ", $-   ,EZEQUIEL MONTES,EZEQUIEL MONTES,,,08/06/2019,
378,2019-00426,P.M. E. MONTES,OBRA,,"REHABILITACIÓN DE PAVIMENTO CON CONCRETO HIDRÁULICO EN CALLE VICENTE SUÁREZ EN CABECERA MUNICIPAL DE EZEQUIEL MONTES, QRO.",,,,08Q,ISN 2019," $3,161,000.00 ",,,,,,, $-   , $-   ,EZEQUIEL MONTES,EZEQUIEL MONTES,,,08/06/2019,
379,2019-00342,P.M. E. MONTES,OBRA,,"REHABILITACION DE UNIDAD DEPORTIVA EN EL MUNICIPIO DE EZEQUIEL MONTES,QRO. 1ER ETAPA.",07Q,FAFEF 2019," $1,047,000.00 ",,,,,,,,,," $1,044,498.84 ", $-   ,"NUEVA UNIDAD, LA",EZEQUIEL MONTES,,,08/06/2019,
380,2019-00163,P.M. PEÑAMILLER,OBRA,,"AMPLIACION DE LINEA Y RED DE DISTRIBUCION DE ENERGIA ELECTRICA EN LA LOCALIDAD DE SEBASTIANES, PEÑAMILLER, QUERETARO",,,,08Q,ISN 2019," $630,984.57 ",,,,,,," $630,984.57 "," $189,295.37 ",SEBASTIANES,PEÑAMILLER,29/04/2019,27/07/2019,08/06/2019,
381,2019-00160,P.M. PEÑAMILLER,OBRA,,"PAVIMENTACION DE CALLE MANUEL DOBLADO Y ANDADOR  BRAVO EN LA CABECERA MUNICIPAL DE PEÑAMILLER, QUERETARO.",,,,08Q,ISN 2019," $1,199,009.10 ",,,,,,," $1,199,009.10 "," $359,702.73 ",PEÑAMILLER,PEÑAMILLER,30/05/2019,27/08/2019,08/06/2019,
382,2019-00162,P.M. PEÑAMILLER,OBRA,,"AMPLIACION DE LINEA Y RED DE DISTRIBUCION DE ENERGIA ELECTRICA EN LA COLONIA EL SOTANO EN LA CABECERA MUNICIPAL DE PEÑAMILLER, QUERETARO",,,,08Q,ISN 2019,,,,,,,," $433,289.61 "," $129,986.88 ",EL SOTANO,PEÑAMILLER,29/04/2019,27/07/2019,08/06/2019,
383,2019-00161,P.M. PEÑAMILLER,OBRA,,"AMPLIACION DE LINEA Y RED DE DISTRIBUCION DE ENERGIA ELECTRICA EN LA COLONIA VILLAS DE GUADALUPE EN LA CABECERA MUNICIPAL DE PEÑAMILLER, QUERETARO					",,,,08Q,ISN 2019,,,,,,,," $163,747.07 "," $49,124.12 ",PEÑAMILLER,PEÑAMILLER,29/04/2019,27/07/2019,08/06/2019,
384,2019-00159,P.M. PEÑAMILLER,OBRA,,"PAVIMENTACION DE CALLE EN COLONIA VILLAS DE GUADALUPE EN LA CABECERA MUNICIPAL DE PEÑAMILLER, QUERETARO.",,,,08Q,ISN 2019," $1,365,557.48 ",,,,,,," $1,360,843.93 "," $408,253.17 ",PEÑAMILLER,PEÑAMILLER,29/05/2019,26/08/2019,08/06/2019,
385,2019-00158,P.M. PEÑAMILLER,OBRA,,"PAVIMENTACION DE CALLE LAZARO CARDENAS EN LA CABECERA MUNICIPAL DE PEÑAMILLER, QUERETARO.",,,,08Q,ISN 2019,,,,,,,," $1,203,513.41 "," $361,054.02 ",PEÑAMILLER,PEÑAMILLER,27/05/2019,24/08/2019,08/06/2019,
386,2019-00055,P.M. PEÑAMILLER,OBRA,,"URBANIZACIÓN  DE CALLE ACCESO A ESC. PRIMARIA Y CALLE CONTINUACION  DEL TEATRO, MEDIANTE LA CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO ( 1523.20 M2), BANQUETAS (333.20 M2), GUARNICIÓN (392 ML) Y LUMINARIAS LED DE 90 WATTS (5 PIEZAS),  EN LA LOCALIDAD SAN JUANICO, PEÑAMILLER, QUERÉTARO.",07Q,FAFEF 2019," $2,644,919.00 ",,,,,,,,,," $2,632,689.86 "," $1,050,897.34 ",SAN JUANICO,PEÑAMILLER,08/04/2019,06/07/2019,08/06/2019,
387,2019-00210,P.M. CADEREYTA,OBRA,,CONTRUCCIÓN DE TECHADO EN CANCHA DE USOS MULTIPLES,07Q,FAFEF 2019," $1,300,000.00 ",,,,,,,,,," $1,294,750.42 "," $388,425.12 ",VIZARRON,CADEREYTA,21/05/2019,19/08/2019,08/06/2019,
388,2019-00211,P.M. CADEREYTA,OBRA,,CONTRUCCIÓN DE TECHADO EN CANCHA DE USOS MULTIPLES,07Q,FAFEF 2019," $1,300,000.00 ",,,,,,,,,," $1,294,614.94 "," $388,384.48 ",CARRICILLO,CADEREYTA,14/05/2019,12/08/2019,08/06/2019,
389,2019-00212,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE ESCUELA PRIMARIA MIGUEL NEGRETE,07Q,FAFEF 2019," $1,300,000.00 ",,,,,,,,,," $1,296,535.77 "," $388,960.73 ",CORRAL BLANCO,CADEREYTA,20/05/2019,17/08/2019,08/06/2019,
390,2019-00213,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE   ,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,603.75 ", $-   ,PORTEZUELOS,CADEREYTA,17/07/2019,14/09/2019,08/06/2019,
391,2019-00214,P.M. CADEREYTA,OBRA, ,CONSTRUCCIÓN DE TECHUMBRE   ,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,603.75 "," $179,881.12 ",PUERTO DEL SALITRE,CADEREYTA,15/05/2019,12/08/2019,08/06/2019,
392,2019-00215,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,603.75 "," $179,881.12 ",VILLA GUERRERO,CADEREYTA,15/05/2019,12/08/2019,08/06/2019,
393,2019-00216,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,680.53 "," $179,904.15 ",EL AGUACATE,CADEREYTA,29/05/2019,26/08/2019,08/06/2019,
394,2019-00217,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,603.75 "," $179,881.12 ",SAN JAVIER,CADEREYTA,15/05/2019,12/08/2019,08/06/2019,
395,2019-00218,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,603.75 ", $-   ,LA FLORIDA,CADEREYTA,15/05/2019,12/08/2019,08/06/2019,
396,2019-00219,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,839.58 ", $-   ,SOMBRERETE,CADEREYTA,03/06/2019,31/08/2019,08/06/2019,
397,2019-00220,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,680.53 "," $179,904.15 ",DIVISADERO,CADEREYTA,29/05/2019,26/08/2019,08/06/2019,
398,2019-00221,P.M. CADEREYTA,OBRA,,MODERNIZACIÓN DE CALLE LAZARO CARDENAS,07Q,FAFEF 2019," $3,000,000.00 ",,,,,,,,,," $2,992,365.36 "," $897,709.60 ",CADEREYTA,CADEREYTA,17/05/2019,14/08/2019,08/06/2019,
399,2019-00222,P.M. CADEREYTA,OBRA,,PAVIMENTO CON CONCRETO ESTAMPEDRADO,07Q,FAFEF 2019," $650,000.00 ",,,,,,,,,, $-   , $-   ,CADEREYTA,CADEREYTA, , ,08/06/2019,
400,2019-00223,P.M. CADEREYTA,OBRA,,REHABILITACIÓN DE ENTRONQUE ZARAGOZA LATERAL BOLVD MANUEL GOMEZ MORIN,07Q,FAFEF 2019," $1,450,000.00 ",,,,,,,,,," $1,445,423.43 "," $433,627.02 ",CADEREYTA,CADEREYTA,17/05/2019,14/08/2019,08/06/2019,
401,2019-00233,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,07Q,FAFEF 2019," $600,000.00 ",,,,,,,,,," $599,758.38 ", $-   ,CADEREYTA,CADEREYTA,03/06/2019,01/09/2019,08/06/2019,
402,2019-00234,P.M. CADEREYTA,OBRA,,CONSTRUCCIÓN DE TECHUMBRE,,,,08Q,ISN 2019," $600,000.00 ",,,,,,," $599,680.53 ", $-   ,ALTAMIRA,CADEREYTA,03/06/2019,01/09/2019,08/06/2019,
403,2019-00044,SEDESOQ,APOYO,,POR TU VIVIENDA (ENTREGA DE MATERIAL PARA TECHO FIRME),,,,08Q,ISN 2019," $8,118,909.60 ",,,,,,," $8,095,234.00 ", $-   ,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
404,2019-00045,SEDESOQ,APOYO,,POR TU VIVIENDA (ENTREGA DE MATERIAL PARA CUARTO ADULTO MAYOR),,,,08Q,ISN 2019," $15,478,312.69 ",,,,,,," $15,478,312.68 ", $-   ,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
405,2019-00046,SEDESOQ,APOYO,,POR TU VIVIENDA (ENTREGA DE MATERIAL PARA CUARTO ADICIONAL),,,,08Q,ISN 2019," $26,398,630.40 ",,,,,,," $26,398,630.40 ", $-   ,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
406,SESEQ-001-FED-FPP-2018,SESEQ,OBRA,,CONSTRUCCIÓN DEL HOSPITAL GENERAL,,FPP-2018," $773,008,586.30 ",,,,,,,,,," $766,852,488.60 ",,QUERÉTARO,QUERÉTARO,22/11/2018,14/05/2020,08/06/2019,
407,2019-00039,INDEREQ,APOYO,,BRIGADA BALÓN ADULTOS ,,,,08Q,ISN 2019," $7,500,000.00 ",,,,,,," $7,410,068.40 ", $-   ,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
408,2019-00069,INDEREQ,APOYO,,BRIGADA BALÓN BASQUETBOL 2019 ,,,,08Q,ISN 2019," $4,000,000.00 ",,,,,,, PENDIENTE , $-   ,ALCANCE REGIONAL,ALCANCE REGIONAL,,,08/06/2019,
409,2019-00070,INDEREQ,APOYO,,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN EL MARQUES, QRO. 2019",,,,08Q,ISN 2019," $7,807,008.08 ",,,,,,," $7,783,430.00 ", $-   ,EL MARQUES QUERETANO,EL MARQUÉS,,,08/06/2019,
410,2019-00071,INDEREQ,APOYO,,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN QUERÉTARO, QRO. 2019",,,,08Q,ISN 2019," $7,807,008.08 ",,,,,,," $7,800,000.02 ", $-   ,COLONIA VILLAS DEL PARQUE,QUERÉTARO,,,08/06/2019,
411,2019-00072,INDEREQ,APOYO,,BRIGADA BALÓN FÚTBOL,,,,08Q,ISN 2019," $27,000,000.00 ",,,,,,, PENDIENTE , $-   ,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
412,2019-00073,INDEREQ,APOYO,,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN TEQUISQUIAPAN, QRO. 2019",,,,08Q,ISN 2019," $5,206,052.54 ",,,,,,," $5,189,500.00 ", $-   ,TEQUISQUIAPAN,TEQUISQUIAPAN,,,08/06/2019,
413,2019-00074,INDEREQ,APOYO,,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN PEDRO ESCOBEDO, QRO. 2019",,,,08Q,ISN 2019," $6,288,224.24 ",,,,,,," $6,227,914.01 ", $-   ,PEDRO ESCOBEDO,PEDRO ESCOBEDO,,,08/06/2019,
414,2019-00076,INDEREQ,APOYO,,"BANCO DE MATERIALES: EQUIPAMIENTO EN AMEALCO, QRO. ",,,,08Q,ISN 2019," $1,007,175.00 ",,,,,,," $975,299.94 ", $-   ,AMEALCO,AMEALCO,,,08/06/2019,
415,2019-00079,INDEREQ,APOYO,,"BANCO DE MATERIALES: ARTÍCULOS DEPORTIVOS PARA LOS MUNICIPIOS DE QUERÉTARO, EL MARQUES, TEQUISQUIAPAN Y PEDRO ESCOBEDO ",,,,08Q,ISN 2019," $1,300,000.00 ",,,,,,," $1,244,594.18 ", $-   ,ALCANCE REGIONAL,ALCANCE REGIONAL,,,08/06/2019,
416,2019-00081,INDEREQ,APOYO,,"MANTENIMIENTO DE PISTA DE ATLETISMO Y ADQUISICIÓN MATERIAL DEPORTIVO PARA LLEVAR A CABO EL EVENTO INTERNACIONAL CAMPEONATO NORTE, CENTROAMÉRICA Y EL CARIBE DE ATLETISMO",,,,08Q,ISN 2019," $3,123,655.20 ",,,,,,," $3,109,556.32 ", $-   ,COLONIA VILLAS DEL PARQUE,QUERÉTARO,,,08/06/2019,
417,2019-00166,INDEREQ,APOYO,,REHABILITACIÓN PARA LA UNIDAD DEPORTIVA PLUTARCO ELIAS CALLES ,,,,08Q,ISN 2019," $2,081,834.00 ",,,,,,, PENDIENTE , $-   ,EL TINTERO,QUERÉTARO,,,08/06/2019,
418,2019-00167,INDEREQ,APOYO,,FORTALECIMIENTO DE ACADEMIAS DEPORTIVAS DE NIVEL MEDIO SUPERIOR,,,,08Q,ISN 2019," $4,500,000.00 ",,,,,,, PENDIENTE , $-   ,COLONIA VILLAS DEL PARQUE,QUERÉTARO,,,08/06/2019,
419,2019-00169,INDEREQ,APOYO,,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO PARA CASA DE LA JUVENTUD",,,,08Q,ISN 2019," $2,482,493.01 ",,,,,,, PENDIENTE , $-   ,COLONIA LA CRUZ,QUERÉTARO,,,08/06/2019,
420,2019-00298,INDEREQ,APOYO,,"EVENTO DEPORTIVO INTERNACIONAL CAMPEONATO NORTE, CENTROAMÉRICA Y EL CARIBE DE ATLETISMO, CON SEDE EN QUERÉTARO, QRO.",,,,08Q,ISN 2019," $1,380,000.00 ",,,,,,, PENDIENTE , $-   ,COLONIA VILLAS DEL PARQUE,QUERÉTARO,,,08/06/2019,
421,2019-00194,P.M. HUIMILPAN,OBRA,,"PAVIMENTO DE EMPEDRADO EN EL CAMINO DE LA COMUNIDAD DE CARRANZA - EL MILAGRO, CARRANZA; HUIMILPAN, QRO.",07Q,FAFEF 2019,"$4,192,748.44",,,,,,,,,," $4,187,574.04 ",,CARRANZA,HUIMILPAN,27/05/2019,24/08/2019,08/06/2019,
422,2019-00068,P.M. HUIMILPAN,OBRA,,"URBANIZACION DE CALLE JOSE MARIA MORELOS, LAGUNILLAS; HUIMILPAN, QRO.",,,,F19,GEQ PA 2019,"$3,282,900.00",,,,,,," $3,272,093.86 "," $981,628.15 ",LAGUNILLAS,HUIMILPAN,20/05/2019,17/08/2019,08/06/2019,
423,2019-00196,P.M. HUIMILPAN,OBRA,,"CONSTRUCCIÓN DE ANDADOR PEATONAL LA CUESTA - EL SALTO DE LA CANTERA, LA CUESTA; MUNICIPIO DE HUIMILPAN, QRO. ",07Q,FAFEF 2019,"$3,765,919.62",,,,,,,,,," $3,760,759.93 "," $1,128,227.97 ",LA CUESTA,HUIMILPAN,27/05/2019,24/08/2019,08/06/2019,
424,,IIFEQ,OBRA,,CONSTRUCCIÓN DE 1 AULA DIDÁCTICA EN SEC RAMÓN LÓPEZ VELARDE,99P,FAM BASICA 2019,,,,,,,,,,,,,LA CUEVA,CORREGIDORA,,,08/06/2019,
425,,IIFEQ,OBRA,,CONSTRUCCIÓN DE 1 AULA DIDÁCTICA EN PRIM INDEPENDENCIA Y LIBERTAD,99P,FAM BASICA 2019,,,,,,,,,,,,,COL. LOMA BONITA,QUERÉTARO,,,08/06/2019,
426,2019-IIF-051,IIFEQ,OBRA,,CONSTRUCCIÓN DE 2 AULA DIDÁCTICAS PRIMARIA JUSTO SIERRA,99P,FAM BASICA 2019,,,,,,,,,,," $1,124,650.71 ",,EL LOBO ,EL MARQUÉS,01/07/2019,19/09/2019,08/06/2019,
427,2019-00075,P.M. HUIMILPAN,OBRA,,"URBANIZACION DE CALLE OAXACA, LA CEJA; HUIMILPAN, QRO. ",,,,F19,GEQ PA 2019,"$3,168,399.00",,,,,,," $3,167,143.07 "," $950,142.92 ","CEJA, LA (ZONA LIMITROFE)",HUIMILPAN,20/05/2019,17/08/2019,08/06/2019,
428,2019-00078,P.M. HUIMILPAN,OBRA,,"URBANIZACION CALLE SIN NOMBRE LA JOYA, LA JOYA; HUIMILPAN, QRO.",,,,F19,GEQ PA 2019,"$1,432,900.00",,,,,,," $1,429,032.84 "," $428,709.85 ","JOYA, LA",HUIMILPAN,17/05/2019,14/08/2019,08/06/2019,
429,2019-00296,P.M. PINAL,OBRA,,"PAVIMENTACION DE CALLE A EMSAD 13 2DA ETAPA EN LA LOCALIDAD DE SAN PEDRO ESCANELA, PINAL DE AMOLES, QRO.",07Q,FAFEF 2019,"$2,257,461.66",,,,,,,,,," $2,256,737.66 ","677,021.29",SAN PEDRO ESCANELA,PINAL DE AMOLES,04/06/2019,01/09/2019,08/06/2019,
430,2019-00301,P.M. PINAL,OBRA,,"CONSTRUCCION DE TECHUMBRE EN ESCUELA PRIMARIA BENEMERITO DE LAS AMERICAS EN LA LOCALIDAD DE AGUACATE DE SAN PEDRO ESCANELA, PINAL DE AMOLES QRO",07Q,FAFEF 2019,"$1,246,343.97",,,,,,,,,," $1,246,254.64 ","373,876.39",AGUACATE DE SAN PEDRO,PINAL DE AMOLES,03/06/2019,01/08/2019,08/06/2019,
431,2019-00302,P.M. PINAL,OBRA,,"CONSTRUCCION DE TECHUMBRE EN PLAZA CIVICA EN ESCUELA SECUNDARIA EN LA LOCALIDAD DE TONATICO, PINAL DE AMOLES QRO.",07Q,FAFEF 2019,"$1,496,194.36",,,,,,,,,," $1,495,472.42 ","$1,495,472.42",TONATICO,PINAL DE AMOLES,03/06/2019,01/08/2019,08/06/2019,
432,2019-IIF-053,IIFEQ,OBRA,,CONSTRUCCIÓN DE TRES AULAS DIDÁCTICAS EN SEC FEDERICO FIGUEROA,99P,FAM BASICA 2019,,,,,,,,,,," $2,404,942.17 ",,LA LIRA,PEDRO ESCOBEDO,,,08/06/2019,
433,2019-IIF-050,IIFEQ,OBRA,,CONSTRUCCIÓN DE DOS AULAS DIDÁCTICAS SEC JOSE MA. IGLESIAS,99P,FAM BASICA 2019,,,,,,,,,,," $1,063,571.94 ",,LA TRINIDAD,TEQUISQUIAPAN,01/07/2019,18/09/2019,08/06/2019,
434,2019-IIF-054,IIFEQ,OBRA,,CONSTRUCCIÓN DE DOS AULAS DIDÁCTICAS SEC EMETERIO GONZÁLEZ,99P,FAM BASICA 2019,,,,,,,,,,," $1,593,297.66 ",,SAN PEDRO AHUACATLÁN,SAN JUAN DEL RÍO,01/07/2019,18/09/2019,08/06/2019,
435,CEI OV 014/2019,CEIQ,OBRA,,"REHABILITACIÓN DE LA C.E. 130, MUNICIPIO DE EZEQUIEL MONTES",,,,21E,ISN 2017,,,,,,,," $38,117,264.50 ",,CABECERA MUNICIPAL,EZEQUIEL MONTES,02/05/2019,28/10/2019,08/06/2019,
436,2019-00291,P.M. TEQUIS.,OBRA,,"CONSTRUCCIÓN DE  EMPEDRADO AHOGADO CON MORTERO EN CALLE JUAN DE LA BARRERA EN EL BARRIO LA MAGDALENA, TEQUISQUIAPAN, QRO.",,,,,ISN 2018 - 2," $2,230,000.00 ",,,,,,, $-   , $-   ,BARRIO LA MAGDALENA,TEQUISQUIAPAN,,,08/06/2019,
437,2019-00348,P.M. TEQUIS.,OBRA,,"CONSTRUCCIÓN DE COLECTOR SANITARIO PARA LA LAGUNITA Y AMPLIACIÓN PEDREGAL Y RED DE DRENAJE 1ERA ETAPA EN LA COL. AMPLIACIÓN PEDREGAL, TEQUISQUIAPAN, QRO.",,,,,ISN 2018 - 2," $6,000,000.00 ",,,,,,, $-   , $-   ,TEQUISQUIAPAN,TEQUISQUIAPAN,,,08/06/2019,
438,2019-00349,P.M. TEQUIS.,OBRA,,"URBANIZACIÓN DE CALLE PORTALITO 1ERA ETAPA, BARRIO LA MAGDALENA, TEQUISQUIAPAN, QRO.",,,,,ISN 2018 - 2," $6,488,283.60 ",,,,,,, $-   , $-   ,BARRIO LA MAGDALENA,TEQUISQUIAPAN,,,08/06/2019,
439,22021903020,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE AUXILIAR DE ESTILISTA,,PROGRAMA DE APOYO AL EMPLEO," $80,000.00 ",,,,,,,,,,,,EL TINTERO,QUERÉTARO,02/04/2019,01/05/2019,08/06/2019,
440,22021903019,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE AUXILIAR DE ESTILISTA,,PROGRAMA DE APOYO AL EMPLEO," $88,440.00 ",,,,,,,,,,,,CENTRO,QUERÉTARO,?,30/04/2019,08/06/2019,
441,22021903017,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE ADMINISTRADOR DE PROYECTOS,,PROGRAMA DE APOYO AL EMPLEO," $163,608.00 ",,,,,,,,,,,,UNIDAD NACIONAL,QUERÉTARO,01/04/2019,15/05/2019,08/06/2019,
442,22021903018,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE OPERADOR DE MAQUINA DE COSER,,PROGRAMA DE APOYO AL EMPLEO," $66,000.00 ",,,,,,,,,,,,P.I. BERNARDO Q.,QUERÉTARO,01/04/2019,30/05/2019,08/06/2019,
443,22021903014,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $80,000.00 ",,,,,,,,,,,,CENTRO,QUERÉTARO,29/03/2019,27/04/2019,08/06/2019,
444,22021903015,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $80,000.00 ",,,,,,,,,,,,CENTRO,QUERÉTARO,29/03/2019,27/04/2019,08/06/2019,
445,22021904004,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $85,440.00 ",,,,,,,,,,,,PRADOS DEL MIRADOR,QUERÉTARO,15/04/2019,14/05/2019,08/06/2019,
446,22021904010,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $80,000.00 ",,,,,,,,,,,,CENTRO,QUERÉTARO,07/05/2019,04/06/2019,08/06/2019,
447,22021903005,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE DESARROLLO DE SOFTWARE,,PROGRAMA DE APOYO AL EMPLEO," $16,000.00 ",,,,,,,,,,,,REFORMA AGRARIA,QUERÉTARO,01/04/2019,30/05/2019,08/06/2019,
448,22021903004,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $61,072.00 ",,,,,,,,,,,,CORREGIDORA,LANDA DE MATAMOROS,28/03/2019,26/04/2019,08/06/2019,
449,22021905003,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $61,072.00 ",,,,,,,,,,,,CENTRO,QUERÉTARO,09/05/2019,07/06/2019,08/06/2019,
450,22021903003,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $61,072.00 ",,,,,,,,,,,,PASO DE LOS ADOBES,JALPAN,28/03/2019,26/04/2019,08/06/2019,
451,22021903002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE AYUDANTE GENERAL,,PROGRAMA DE APOYO AL EMPLEO," $61,072.00 ",,,,,,,,,,,,PURISIMA DE ARISTA,ARROYO SECO,28/03/2019,26/04/2019,08/06/2019,
452,22021903001,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE VENTAS Y ATENCIÓN A CLIENTES,,PROGRAMA DE APOYO AL EMPLEO," $61,072.00 ",,,,,,,,,,,,HIDALGO,PINAL DE AMOLES,28/03/2019,26/04/2019,08/06/2019,
