id_obra,subobra_id,num_obra,nombre_obra,mmunicipio,localidad,tipo_proyecto,ejecutora,normativa,clasificador_plan_estatal,cantidad_metas,unidad_metas,contratista,inicio_obra,termino_obra,status_obra,avance,monto_aprobado,fondo,ff_federal,importe_federal,aportacion_federal,ff_estatal,importe_esatal,aportacion_estatal,ff_municipal,importe_municipal,aportacion_municipal,ff_otros,imprte_otros,aportacion_otros,ff_recursos_propios,importe_recursos_propios,aportacion_recursos_propios,monto_contratado,monto_ejercido,status,solicitud_baja,baja_justificacion,baja_respuesta
277,,2019-00275,"URBANIZACIÓN DE VARIAS CALLES; SANTA MAR�?A DE LOS BAÑOS, EL MARQUÉS QRO.",EL MARQUES,SANTA MARIA DE LOS BAÑOS,,P.M. EL MARQ.,SEDESOQ,INFRAESTRUCTURA,2934.74,METROS CUADRADOS,FLORES OBREGON JOSE,24/06/2019,03/10/2019,APROBADO,65,1968576.53,ISN 2018-2,,0,0,92P,1968576.53,100,,0,0,,0,0,,,,4997787.33,1968576.53,,,,
278,,2019-00275,"URBANIZACIÓN DE VARIAS CALLES; SANTA MAR�?A DE LOS BAÑOS, EL MARQUÉS QRO.",EL MARQUES,SANTA MARIA DE LOS BAÑOS,,P.M. EL MARQ.,SEDESOQ,INFRAESTRUCTURA,2934.74,METROS CUADRADOS,FLORES OBREGON JOSE,24/06/2019,03/10/2019,APROBADO,65,3029210.8,ISN EMPRESA,,0,0,21E,3029210.8,100,,0,0,,0,0,,,,4997787.33,0,,,,
279,,2019-00276,"URBANIZACIÓN DE VARIAS CALLES; SAN JOSÉ NAVAJAS, EL MARQUÉS, QRO.",EL MARQUES,SAN JOSE NAVAJAS,,P.M. EL MARQ.,SEDESOQ,INFRAESTRUCTURA,4114.37,METROS CUADRADOS,PEÑA RAMIREZ GILDARDO,24/06/2019,19/09/2019,APROBADO,40,2567557.09,ISN 2018-2,,0,0,92P,2567557.09,100,,0,0,,0,0,,,,5997646.03,2567557.09,,,,
280,,2019-00276,"URBANIZACIÓN DE VARIAS CALLES; SAN JOSÉ NAVAJAS, EL MARQUÉS, QRO.",EL MARQUES,SAN JOSE NAVAJAS,,P.M. EL MARQ.,SEDESOQ,INFRAESTRUCTURA,4114.37,METROS CUADRADOS,PEÑA RAMIREZ GILDARDO,24/06/2019,19/09/2019,APROBADO,40,3430088.94,ISN EMPRESA,,0,0,21E,3430088.94,100,,0,0,,0,0,,,,5997646.03,0,,,,
281,,2019-00277,"URBANIZACIÓN DE VARIAS CALLES; GUADALUPE LA VENTA, EL MARQUÉS, QRO.",EL MARQUES,GUADALUPE LA VENTA,,P.M. EL MARQ.,SEDESOQ,INFRAESTRUCTURA,3157.89,METROS CUADRADOS,PAVIMENTOS Y URBANIZACIONES DE QUERÉTARO S.A. DE C.V.,24/06/2019,03/10/2019,APROBADO,53,1945373.2,ISN 2018-2,,0,0,92P,1945373.2,100,,0,0,,0,0,,,,6484577.35,1945373.2,,,,
282,,2019-00277,"URBANIZACIÓN DE VARIAS CALLES; GUADALUPE LA VENTA, EL MARQUÉS, QRO.",EL MARQUES,GUADALUPE LA VENTA,,P.M. EL MARQ.,SEDESOQ,INFRAESTRUCTURA,3157.89,METROS CUADRADOS,PAVIMENTOS Y URBANIZACIONES DE QUERÉTARO S.A. DE C.V.,24/06/2019,03/10/2019,APROBADO,53,4539204.15,ISN EMPRESA,,0,0,21E,4539204.15,100,,0,0,,0,0,,,,6484577.35,0,,,,
283,,2019-00278,"CONSTRUCCION DE PLAZA COMUNITARIA EN LA COMUNIDAD DE SAN FRANCISCO,COLON,QRO",COLON,COLON,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1908.11,METROS CUADRADOS,MONTES VEGA ENRIQUE,24/06/2019,15/10/2019,APROBADO,50,1189441.11,ISN 2018-2,,0,0,92P,1189441.11,100,,0,0,,0,0,,,,3964803.72,1189441.11,,,,
284,,2019-00278,"CONSTRUCCION DE PLAZA COMUNITARIA EN LA COMUNIDAD DE SAN FRANCISCO,COLON,QRO",COLON,COLON,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1908.11,METROS CUADRADOS,MONTES VEGA ENRIQUE,24/06/2019,15/10/2019,APROBADO,50,2775362.61,ISN EMPRESA,,0,0,21E,2775362.61,100,,0,0,,0,0,,,,3964803.72,0,,,,
285,,2019-00279,"PAVIMENTACION DE CALLE RIVERA DEL RIO EN ZONA DEL CAM EN JALPAN DE SERRA, QRO",JALPAN,JALPAN,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,369.25,M2(BANQUETAS DE CONCRETO),TECNO CONSTRUCTORES ROCO S.A. DE C.V.,17/06/2019,17/09/2019,APROBADO,31,2657693.18,ISN 2018-2,,0,0,92P,2657693.18,100,,0,0,,0,0,,,,5133900.73,2657693.18,,,,
286,,2019-00279,"PAVIMENTACION DE CALLE RIVERA DEL RIO EN ZONA DEL CAM EN JALPAN DE SERRA, QRO",JALPAN,JALPAN,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,369.25,M2(BANQUETAS DE CONCRETO),TECNO CONSTRUCTORES ROCO S.A. DE C.V.,17/06/2019,17/09/2019,APROBADO,31,2476207.55,ISN EMPRESA,,0,0,21E,2476207.55,100,,0,0,,0,0,,,,5133900.73,0,,,,
287,,2019-00280,"MEJORAMIENTO DE CALLE BELISARIO DOM�?NGUEZ, DENTRO DE LAS COLONIAS CIMATARIO, CASA BLANCA Y LAS MISIONES, MUNICIPIO DE QUERÉTARO, QRO",QUERETARO,COL. CIMATARIO,,CEIQ,SEDESOQ,INFRAESTRUCTURA,2631.2,M2 (PAVIMENTO CONCRETO),CONSTRUCCIÓN INDUSTRIAL Y ASF�?LTICA DE MÉXICO S.A. DE C.V.,10/06/2019,08/08/2019,APROBADO,65,6200540.16,FAFEF 2019,07Q,6200540.16,100,,0,0,,0,0,,0,0,,,,6200540.16,2268569.39,,,,
288,,2019-00281,"MEJORAMIENTO DE CALLE FRAY JUAN DE SAN MIGUEL, DENTRO DE LAS COLONIAS CIMATARIO Y CASA BLANCA, MUNICIPIO DE QUERÉTARO, QRO",QUERETARO,COL. CIMATARIO,,CEIQ,SEDESOQ,INFRAESTRUCTURA,1195.56,M2(BANQUETAS DE CONCRETO),CONSTRUCCIÓN INDUSTRIAL Y ASF�?LTICA DE MÉXICO S.A. DE C.V.,10/06/2019,08/08/2019,APROBADO,45,7610053.56,FAFEF 2019,07Q,7610053.56,100,,0,0,,0,0,,0,0,,,,7610053.56,3024963.85,,,,
289,,2019-00282,"EMPEDRADO AHOGADO CON MORTERO, GUARNICIONES Y BANQUETAS EN CALLE CONSTITUYENTES EN LA LOCALIDAD DE FUENTEZUELAS, TEQUISQUIAPAN, QRO.",TEQUISQUIAPAN,FUENTEZUELAS,,P.M. TEQUIS.,SEDESOQ,INFRAESTRUCTURA,761.34,METROS CUADRADOS,CORPORATIVO CONSTRUCTOR TEQUISQUIAPAN S.A. DE C.V.,17/06/2019,16/08/2019,APROBADO,100,599078.46,FAFEF 2019,07Q,599078.46,100,,0,0,,0,0,,0,0,,,,599078.46,179723.53,,,,
290,,2019-00283,"CONSTRUCCIÓN DE  EMPEDRADO AHOGADO CON MORTERO EN CALLE INSURGENTES  EN LA LOCALIDAD DE SAN NICOL�?S, TEQUISQUIAPAN, QRO.",TEQUISQUIAPAN,SAN NICOLAS,,P.M. TEQUIS.,SEDESOQ,INFRAESTRUCTURA,630,METROS CUADRADOS,RAMIREZ PLAZA LILIANA TERESITA,10/06/2019,09/08/2019,APROBADO,100,519331.73,FAFEF 2019,07Q,519331.73,100,,0,0,,0,0,,0,0,,,,519331.73,155799.51,,,,
291,,2019-00284,OBRAS COMPLEMENTARIAS DE FUNCIONAMIENTO OPERATIVO DE LA UNIDAD DEPORTIVA CANDILES.,CORREGIDORA,CANDILES,,P.M. CORREGIDORA,SEDESOQ,DEPORTE,180,M2(BANQUETAS DE CONCRETO),GARCIA ZEPEDA J. ANTOLIN,08/07/2019,17/10/2019,APROBADO,7,1044439.39,ISN 2018-2,,0,0,92P,1044439.39,100,,0,0,,0,0,,,,3019766.12,1044439.39,,,,
292,,2019-00284,OBRAS COMPLEMENTARIAS DE FUNCIONAMIENTO OPERATIVO DE LA UNIDAD DEPORTIVA CANDILES.,CORREGIDORA,CANDILES,,P.M. CORREGIDORA,SEDESOQ,DEPORTE,180,M2(BANQUETAS DE CONCRETO),GARCIA ZEPEDA J. ANTOLIN,08/07/2019,17/10/2019,APROBADO,7,1975326.73,ISN EMPRESA,,0,0,21E,1975326.73,100,,0,0,,0,0,,,,3019766.12,0,,,,
293,,2019-00285,"AMPLIACIÓN DE RED DE DISTRIBUCIÓN DE ENERG�?A ELÉCTRICA EN LA COLONIA ALCANTARILLAS, JALPAN DE SERRA, QRO.",JALPAN,JALPAN,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,420,METROS LINEALES,TREJO AGUILAR DIANA ARIADNE,14/06/2019,14/09/2019,APROBADO,76,863403.2,FAFEF 2019,07Q,863403.2,100,,0,0,,0,0,,0,0,,,,863403.2,715769.88,,,,
294,,2019-00286,"AMPLIACIÓN DE RED DE DISTRIBUCIÓN DE ENERGIA ELÉCTRICA EN LA COLONIA PUERTO DE SAN NICOLAS, JALPAN DE SERRA, QRO.",JALPAN,JALPAN,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,265,METROS LINEALES,RIVERA DIAZ BRIGIDO,12/06/2019,12/09/2019,APROBADO,74,714704.21,FAFEF 2019,07Q,714704.21,100,,0,0,,0,0,,0,0,,,,714704.21,529964.61,,,,
295,,2019-00287,"AMPLIACIÓN DE RED DE DISTRIBUCIÓN DE ENERGIA ELÉCTRICA EN ARROYO DE LAS CAÑAS, JALPAN DE SERRA, QRO.",JALPAN,ARROYO DE LAS CAÑAS,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,6,POSTES,RIVERA HERNANDEZ ULISES ALFONSO,13/06/2019,13/09/2019,APROBADO,65,493303.14,FAFEF 2019,07Q,493303.14,100,,0,0,,0,0,,0,0,,,,493303.14,371379.97,,,,
296,,2019-00288,"AMPLIACION DE RED DE DISTRIBUCION DE ENERGIA ELECTRICA EN LA COLONIA LINDA VISTA, JALPAN DE SERRA, QRO.",JALPAN,JALPAN,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,2,POSTES,RIVERA HERNANDEZ ULISES ALFONSO,13/06/2019,13/09/2019,APROBADO,61,300188.21,FAFEF 2019,07Q,300188.21,100,,0,0,,0,0,,0,0,,,,300188.21,217758.49,,,,
297,,2019-00289,"CONSTRUCCION DE TECHUMBRE Y CANCHA DE USOS MULTIPLES EN COL. ORTIGAS, JALPAN DE SERRA, QRO.",JALPAN,ORTIGAS,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,706.74,M2 (TECHUMBRE),MATA RAMIREZ SAUL,24/06/2019,24/09/2019,APROBADO,23,1159428.23,ISN EMPRESA,,0,0,21E,1159428.23,100,,0,0,,0,0,,,,2159608.54,0,,,,
298,,2019-00289,"CONSTRUCCION DE TECHUMBRE Y CANCHA DE USOS MULTIPLES EN COL. ORTIGAS, JALPAN DE SERRA, QRO.",JALPAN,ORTIGAS,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,706.74,M2 (TECHUMBRE),MATA RAMIREZ SAUL,24/06/2019,24/09/2019,APROBADO,23,1000180.31,ISN 2018-2,,0,0,92P,1000180.31,100,,0,0,,0,0,,,,2159608.54,1000180.31,,,,
299,,2019-00290,REHABILITACIÓN DE CANCHA DE FUTBOL 7 EN UNIDAD DEPORTIVA ,JALPAN,EL COCO,,P.M. JALPAN,SEDESOQ,DEPORTE,1749,M2 (CANCHA),DAMARE CONSTRUCCIONES S. A. DE C. V.,14/06/2019,14/09/2019,APROBADO,13,1699249.68,ISN EMPRESA,,0,0,21E,1699249.68,100,,0,0,,0,0,,,,2668390.79,0,,,,
300,,2019-00290,REHABILITACIÓN DE CANCHA DE FUTBOL 7 EN UNIDAD DEPORTIVA ,JALPAN,EL COCO,,P.M. JALPAN,SEDESOQ,DEPORTE,1749,M2 (CANCHA),DAMARE CONSTRUCCIONES S. A. DE C. V.,14/06/2019,14/09/2019,APROBADO,13,969141.11,ISN 2018-2,,0,0,92P,969141.11,100,,0,0,,0,0,,,,2668390.79,969141.11,,,,
301,,2019-00291,"CONSTRUCCIÓN DE  EMPEDRADO AHOGADO CON MORTERO EN CALLE JUAN DE LA BARRERA EN EL BARRIO LA MAGDALENA, TEQUISQUIAPAN, QRO.",TEQUISQUIAPAN,BARRIO LA MAGDALENA,,P.M. TEQUIS.,SEDESOQ,INFRAESTRUCTURA,3690,METROS CUADRADOS,H Y R CONSTRUCTORES ASOCIADOS  S.A. DE C.V.,29/07/2019,25/10/2019,APROBADO,48,667126.61,ISN 2018-2,,0,0,92P,667126.61,100,,0,0,,0,0,,,,2223755.38,667126.61,,,,
302,,2019-00291,"CONSTRUCCIÓN DE  EMPEDRADO AHOGADO CON MORTERO EN CALLE JUAN DE LA BARRERA EN EL BARRIO LA MAGDALENA, TEQUISQUIAPAN, QRO.",TEQUISQUIAPAN,BARRIO LA MAGDALENA,,P.M. TEQUIS.,SEDESOQ,INFRAESTRUCTURA,3690,METROS CUADRADOS,H Y R CONSTRUCTORES ASOCIADOS  S.A. DE C.V.,29/07/2019,25/10/2019,APROBADO,48,1556628.77,ISN EMPRESA,,0,0,21E,1556628.77,100,,0,0,,0,0,,,,2223755.38,0,,,,
303,,2019-00292,"EMPEDRADO EMPACADO CON TEPETATE EN CALLE BOSQUE DE LOS MANZANOS, EN LA LOCALIDAD DE LA LAJA, TEQUISQUIAPAN, QRO.",TEQUISQUIAPAN,"LAJA, LA",,P.M. TEQUIS.,SEDESOQ,INFRAESTRUCTURA,2340,METROS CUADRADOS,CONSTRUCTORA DE ESPACIOS INDUSTRIALES Y HABITACIONALES S.A. DE C.V.,12/08/2019,08/11/2019,APROBADO,12,1169958.72,FAFEF 2019,07Q,1169958.72,100,,0,0,,0,0,,0,0,,,,1169958.72,350987.61,,,,
304,,2019-00293,"URBANIZACION DE ACCESO AL NUEVO RASTRO MUNICIPAL, JALPAN DE SERRA, QRO.",JALPAN,ARROYO DE LAS CAÑAS,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,2262.04,M2 (PAVIMENTO CONCRETO),OLVERA SAN JUAN ALBERTO,13/06/2019,13/09/2019,APROBADO,20,4988085.4,ISN 2019,,0,0,08Q,4988085.4,100,,0,0,,0,0,,,,4988085.4,2206230.85,,,,
305,,2019-00295,"MEJORAMIENTO DE CALLE NIÑOS HÉROES Y VENUSTIANO CARRANZA Y AMPLIACIÓN DE RED PLUVIAL EN AV. REVOLUCIÓN DE CALLE NIÑOS HÉROES A AV. DE LA POES�?A EN LA COLONIA FELIPE CARRILLO PUERTO, MUNICIPIO DE QUERÉTARO, QRO.",QUERETARO,CARRILLO PUERTO,,CEIQ,SEDESOQ,INFRAESTRUCTURA,573.83,ML(DRENAJE PLUVIAL),COCECA URBANIZACIÓN Y CONSTRUCCIÓN S.A. DE C.V.,10/06/2019,07/09/2019,APROBADO,52,6649718.39,FAFEF 2019,07Q,6649718.39,100,,0,0,,0,0,,0,0,,,,6649718.39,3049137.03,,,,
306,,2019-00296,"PAVIMENTACION DE CALLE A EMSAD 13 2DA ETAPA EN LA LOCALIDAD DE SAN PEDRO ESCANELA, PINAL DE AMOLES, QRO.",PINAL DE AMOLES,SAN PEDRO ESCANELA,,P.M. PINAL,SEDESOQ,INFRAESTRUCTURA,1359,M2 (PAVIMENTO CONCRETO),BUENO SANJUAN J. NOE,04/06/2019,01/09/2019,APROBADO,100,2256737.66,FAFEF 2019,07Q,2256737.66,100,,0,0,,0,0,,0,0,,,,2256737.66,2256737.65,,,,
307,,2019-00297,AMPLIACIÓN DE RED DE DISTRIBUCIÓN DE ENERG�?A ELÉCTRICA EN CAPULINES JALPAN DE SERRA QRO - 46495,JALPAN,CAPULINES,,P.M. JALPAN,SEDESOQ,INFRAESTRUCTURA,1241,METROS LINEALES,RIVERA HERNANDEZ ULISES ALFONSO,19/06/2019,19/09/2019,APROBADO,17,1271216.17,FISE 2019,05Q,1271216.17,100,,0,0,,0,0,,0,0,,,,1271216.17,532266.53,,,,
308,,2019-00298,"EVENTO DEPORTIVO INTERNACIONAL CAMPEONATO NORTE, CENTROAMÉRICA Y EL CARIBE DE ATLETISMO, CON SEDE EN QUERÉTARO, QRO.",QUERETARO,COLONIA VILLAS DEL PARQUE,,INDEREQ,INDEREQ,DEPORTE,1,SERVICIOS,,,,APROBADO,100,1380000,ISN 2019,,0,0,08Q,1380000,100,,0,0,,0,0,,,,0,1380000,,,,
309,,2019-00299,"URBANIZACIÓN DE CALLES, SEGUNDA ETAPA EN LA COLONIA CONSTELACIÓN, QUERÉTARO, QRO",QUERETARO,SANTIAGO DE QUERETARO,,SDUOP,SDUOP,INFRAESTRUCTURA,273,METROS CUADRADOS,CABRERA MONTES VICTOR,12/06/2019,11/07/2019,TERMINADO,100,367837.27,ISN 2019,,0,0,08Q,367837.27,100,,0,0,,0,0,,,,616806.2,367837.27,,,,
310,,2019-00300,AMPLIACION DE SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE VILLA PROGRESO EZEQUIEL MONTES QRO OCTAVA ETAPA - 10747,EZEQUIEL MONTES,VILLA PROGRESO,,P.M. E. MONTES,SEDESOQ,INFRAESTRUCTURA,917,METROS LINEALES,CORPORATIVO CONSTRUCTOR TEQUISQUIAPAN S.A. DE C.V.,12/06/2019,24/10/2019,APROBADO,75,11069997.08,FISE 2019,05Q,11069997.08,100,,0,0,,0,0,,0,0,,,,11069997.08,8054354.43,,,,
311,,2019-00301,"CONSTRUCCION DE TECHUMBRE EN ESCUELA PRIMARIA BENEMERITO DE LAS AMERICAS EN LA LOCALIDAD DE AGUACATE DE SAN PEDRO ESCANELA, PINAL DE AMOLES QRO",PINAL DE AMOLES,AGUACATE DE SAN PEDRO,,P.M. PINAL,SEDESOQ,EDUCACION,646.8,M2 (CANCHA),BUENO SANJUAN J. NOE,03/06/2019,01/08/2019,APROBADO,100,1246254.64,FAFEF 2019,07Q,1246254.64,100,,0,0,,0,0,,0,0,,,,1246254.64,1246254.63,,,,
312,,2019-00302,"CONSTRUCCION DE TECHUMBRE EN PLAZA CIVICA EN ESCUELA SECUNDARIA EN LA LOCALIDAD DE TONATICO, PINAL DE AMOLES QRO.",PINAL DE AMOLES,TONATICO,,P.M. PINAL,SEDESOQ,EDUCACION,493,M2 (CANCHA),BUENO SANJUAN J. NOE,03/06/2019,01/08/2019,APROBADO,100,1495472.42,FAFEF 2019,07Q,1495472.42,100,,0,0,,0,0,,0,0,,,,1495472.42,1495472.41,,,,
313,,2019-00303,"AMPLIACION DE RED DE ENERGIA ELECTRICA EN VARIAS CALLES, LOCALIDAD DE GUDINOS, TOLIMAN, QRO. 12720							 									",TOLIMAN,GUDINOS,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,22,POSTES,ESTRADA ALEGRIA FRANCISCO JAVIER,18/06/2019,15/10/2019,APROBADO,50,1994078.51,FISE 2019,05Q,1994078.51,100,,0,0,,0,0,,0,0,,,,1994078.51,924808.94,,,,
314,,2019-00304,"EMPEDRADO CON PIEDRA BOLA AHOGADA CON MORTERO SOBRE LA CALLE AQUILES SERD�?N, EL PUERTECITO 2DA ETAPA, EN LA CABECERA MUNICIPAL, COLON,QRO.",COLON,COLON,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1512.56,M2 (EMPEDRADO),HERRERA HERNANDEZ DANIEL,24/06/2019,06/09/2019,APROBADO,15,899372.46,FAFEF 2019,07Q,899372.46,100,,0,0,,0,0,,0,0,,,,899372.46,269811.73,,,,
315,,2019-00305,"CONSTRUCCION DE EMPEDRADO CON PIEDRA BOLA AHOGADA EN MORTERO EN CALLE COATZACOALCOS 2DA ETAPA, EN LA LOCALIDAD DE SAN ILDEFONSO,COLÓN,QRO.",COLON,SAN ILDEFONSO,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1939.98,M2 (EMPEDRADO),MONTES VEGA ENRIQUE,24/06/2019,06/10/2019,APROBADO,60,448302.91,ISN 2018-2,,0,0,92P,448302.91,100,,0,0,,0,0,,,,1494343.05,448302.91,,,,
316,,2019-00305,"CONSTRUCCION DE EMPEDRADO CON PIEDRA BOLA AHOGADA EN MORTERO EN CALLE COATZACOALCOS 2DA ETAPA, EN LA LOCALIDAD DE SAN ILDEFONSO,COLÓN,QRO.",COLON,SAN ILDEFONSO,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1939.98,M2 (EMPEDRADO),MONTES VEGA ENRIQUE,24/06/2019,06/10/2019,APROBADO,60,1046040.14,ISN EMPRESA,,0,0,21E,1046040.14,100,,0,0,,0,0,,,,1494343.05,0,,,,
317,,2019-00306,"CONSTRUCCION DE PAVIMENTO A BASE DE EMPEDRADO AHOGADO EN MORTERO EN LA CALLE PROFESIONISTAS 2DA ETAPA,ESPERANZA,COLON,QRO.",COLON,ESPERANZA,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1969.41,M2 (EMPEDRADO),ALTAN GOMEZ LUIGI,24/06/2019,06/09/2019,APROBADO,10,1176612.58,ISN EMPRESA,,0,0,21E,1176612.58,100,,0,0,,0,0,,,,1680875.11,0,,,,
318,,2019-00306,"CONSTRUCCION DE PAVIMENTO A BASE DE EMPEDRADO AHOGADO EN MORTERO EN LA CALLE PROFESIONISTAS 2DA ETAPA,ESPERANZA,COLON,QRO.",COLON,ESPERANZA,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1969.41,M2 (EMPEDRADO),ALTAN GOMEZ LUIGI,24/06/2019,06/09/2019,APROBADO,10,504262.53,ISN 2018-2,,0,0,92P,504262.53,100,,0,0,,0,0,,,,1680875.11,504262.53,,,,
319,,2019-00307,"CONSTRUCCIÓN DE EMPEDRADO  AHOGADO EN MORTERO, RUMBO A CAMINO REAL 1ERA ETAPA, LA PEÑUELA,COLON,QRO.",COLON,SAN JOSE LA PEÑUELA (LA PEÑUELA),,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1831.2,M2 (EMPEDRADO),PROCODSA S.A. DE C.V.,25/06/2019,07/09/2019,APROBADO,40,1295725.49,FAFEF 2019,07Q,1295725.49,100,,0,0,,0,0,,0,0,,,,1295725.49,388717.64,,,,
320,,2019-00308,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO, EN LA CALLE SODOLITA, EN LA LOCALIDAD DE NOGALES,COLON,QRO.",COLON,NOGALES,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,1713.72,M2 (EMPEDRADO),ESTRADA TREJO IGNACIO,25/06/2019,07/09/2019,APROBADO,40,1494843.48,ISN EMPRESA,,0,0,21E,1494843.48,100,,0,0,,0,0,,,,1494843.48,448453.04,,,,
321,,2019-00309,"AMPLIACION DE RED DE ENERGIA ELECTRICA EN CALLE PRINCIPAL LOCALIDAD DE SAN MIGUEL TOLIMAN, QRO. -50361-",TOLIMAN,SAN MIGUEL,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,5,POSTES,ESTRADA ALEGRIA FRANCISCO JAVIER,18/06/2019,15/10/2019,APROBADO,45,1130564.01,FISE 2019,05Q,1130564.01,100,,0,0,,0,0,,0,0,,,,1130564.01,520865.22,,,,
322,,2019-00310,"AMPLIACION DE RED DE ENERGIA ELECTRICA CALLE PRINCIPAL LOCALIDAD DE CERRITO PARADO TOLIMAN, QRO. -50291-",TOLIMAN,"CERRITO PARADO, EL",,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,2,POSTES,GUDIÑO RODRIGUEZ HUGO,18/06/2019,15/10/2019,APROBADO,100,531805.01,FISE 2019,05Q,531805.01,100,,0,0,,0,0,,0,0,,,,531805.01,530768.96,,,,
323,,2019-00311,"AMPLIACION DE RED DE ENERGIA ELECTRICA EN CALLE SIN NOMBRE LOCALIDAD DE NOGALES, TOLIMAN, QRO.  -45983-",TOLIMAN,NOGALES,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,4,POSTES,HERRERA HERNANDEZ DANIEL,18/06/2019,15/10/2019,APROBADO,87,354885.61,FISE 2019,05Q,354885.61,100,,0,0,,0,0,,0,0,,,,354885.61,305913.75,,,,
324,,2019-00312,CONSTRUCCION DE ALCANTARILLADO SANITARIO PARA BENEFICIAR A LA COLONIA LINDA VISTA EN LA LOCALIDAD EL GRANJENO TOLIMAN QRO - 50062-,TOLIMAN,GRANJENO,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,1668.88,METROS LINEALES,OBREGON ALVAREZ JORGE,18/06/2019,14/11/2019,APROBADO,82,5317793.9,FISE 2019,05Q,5317793.9,100,,0,0,,0,0,,0,0,,,,5317793.9,4662576.15,,,,
325,,2019-00313,CONSTRUCCION DE EMPEDRADO AHOGADO CON MORTERO EN CALLE DE ACCESO A LA ESCUELA PRIMARIA DE LA LOCALIDAD DE BARRIO DE GARCIA.,TOLIMAN,BARRIO DE GARCIA,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,212,METROS CUADRADOS,INGENIERIA CONTROL EN OBRA CIVIL SERVICIOS Y ARRENDAMIENTO S. DE R.L. DE C.V.,17/06/2019,14/09/2019,APROBADO,30,591213.52,FAFEF 2019,07Q,591213.52,100,,0,0,,0,0,,0,0,,,,591213.52,177364.05,,,,
326,,2019-00314,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN AVENIDA REAL, DE LA LOCALIDAD DE CASAS VIEJAS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,BARRIO DE CASAS VIEJAS,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,2163,METROS CUADRADOS,ARREGUIN BARRON VICTOR IVAN,17/06/2019,14/10/2019,APROBADO,85,1103580.94,ISN 2018-2,,0,0,92P,1103580.94,100,,0,0,,0,0,,,,1892903.35,1103580.94,,,,
327,,2019-00314,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN AVENIDA REAL, DE LA LOCALIDAD DE CASAS VIEJAS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,BARRIO DE CASAS VIEJAS,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,2163,METROS CUADRADOS,ARREGUIN BARRON VICTOR IVAN,17/06/2019,14/10/2019,APROBADO,85,789322.41,ISN EMPRESA,,0,0,21E,789322.41,100,,0,0,,0,0,,,,1892903.35,0,,,,
328,,2019-00315,"CONSTRUCCION DE EMPEDRADO AHOGADO EN CALLE 12 DE DICIEMBRE DE LA COMUNIDAD DEL TEQUESQUITE, MUNICIPIO DE TOLIMAN QUERETARO.",TOLIMAN,TEQUESQUITE (CHALMA),,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,1251.1,METROS CUADRADOS,ESTRADA ALEGRIA FRANCISCO JAVIER,17/06/2019,14/09/2019,APROBADO,42,998862,FAFEF 2019,07Q,998862,100,,0,0,,0,0,,0,0,,,,998862,581782.13,,,,
329,,2019-00316,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,SAN PEDRO DE LOS EUCALIPTOS,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,2019.42,METROS CUADRADOS,ESTRADA ALEGRIA FRANCISCO JAVIER,17/06/2019,14/09/2019,APROBADO,80,438576.86,ISN EMPRESA,,0,0,21E,438576.86,100,,0,0,,0,0,,,,1626768.84,0,,,,
